text,label,
how can i tell where the money came from,70,
i cant figure out why a transfer is still pending,48,
from what countries can i use an account,24,
what should i do if i lost my phone,42,
wheres my pin,38,
what is going on my balance still hasnt updated and it has been two weeks since i deposited my money,6,
are you located in other countries,24,
whats taking my topup so long,47,
the exchange rate for my electronic payment is incorrect,17,
there has been a red flag on my top up,59,
hi i sent my landlord my rent money a few days ago and while everything seems good on my end he says that he never got the money i double checked the account number and its correct can you help me figure this out,66,
when will my transfer process,5,
ive been to several different countries can i exchange the cash with a discount for a large transaction,31,
why is this fee being charged to me after using my card,15,
how long would does it take for a seller to receive an eu transfer if i bought something from them and sent them the money immediately,48,
what happened to my topup it was all done and now its gone are you having problems with your system,61,
where can i check to see where the money in my account came from,70,
what documentation is needed for the identity check,69,
i tried to top off using the card but the money just disappeared,62,
what should i do if my card doesnt work,14,
do you charge extra for duplicate cards,39,
why do we need to verify a topup card,71,
can i have a spare card for this account please,39,
im worried my card might be lost in the mail how long does it usually take to arrive,12,
on a card topup where can i verify,71,
why is the cash withdraw i made shown as pending,46,
there is no way for me to prove my identity,68,
when i got cash my exchange rate was off,76,
i made a purchase recently but i have decided that im not buying it and i need to receive my money back can you please give me a refund asap its extremely urgent,52,
my top up is incomplete,47,
i tried to withdraw cash from the atm machine and it did not work can you tell me why,26,
how are foreign exchange rates determined,32,
my card is stolen help,41,
i forgot my password to get into the app,44,
someone might be using my card that is not me,22,
i see in the app some cash was withdrawn but its not mine,20,
how do i find the refund on my statement,51,
why is there an extra charge of 1 dollar on my statement,34,
what was the extra charge for withdrawing money,19,
why do you need so much information about my identity,74,
will any atms decline my card,3,
i purchased an item and the exchange rate was wrong,17,
how often can i top up my account,60,
how do i know where i can use my card,10,
why does it matter that i prove my identity,74,
do all businesses take this card,10,
i used the atm to get money out and did not realize i would be charged as much as i was or i would not have done that,76,
what happened to the money after i put in the wrong info and it got declined,62,
can you please tell me why i cant get money from the atm,26,
so the card pin,38,
could you tell me about the restrictions that are on the disposable cards,29,
how do i get a pin,38,
please help me in this as i was unable to make any payment by my new card it was getting declined repeatedly i am not very happy with this incident,25,
how long should i wait for the card to arrive,12,
i have one other credit card from the us do you take it,54,
my contactless stopped working today no matter where i try to use it how do i get it to start working again,23,
hello i have tried using crypto top up but it is not working i had some money in my account but im not sure what happened,61,
the exchange rate on my payment was wrong,17,
i am having problems with my physical card,14,
could you explain your rules for atm fees,19,
i made a transfer and according to the receiver they havent received the right amount its lesser than it should benow i have to transfer more money to make up for the missing amount can you please help me about thiswhat should be done,64,
i transferred money from one account to another account and i charged a fee for it why is that,64,
i am seeing in the app a diret debit that its not mine,28,
i need to order a new card as my old one will expire soon can you tell me how to order a new one,9,
since when do you charge to make a withdrawal ive always done it for free so how much is it now,19,
what currencies can i exchange between on your app,33,
i put the wrong pin too many times and now it is blocked can you help me unblock it,49,
why cant i use a disposable card,29,
why is it taking so long to update my balance transfer,5,
what is the highest amount i can topup,60,
what age do you have to be,1,
how do i exchange aud for gbp,33,
do i get a mastercard and visa,73,
i want to top up by transfering accounts what do i do,65,
when will my money be in my account,67,
how do i unblock my pin,49,
when will my topup be completed,47,
i didnt mean to do the transfer is there any way to cancel it,8,
i need help i lost my card,41,
i didnt know i was going to get charged to use my card,15,
have you started charging for cash withdrawals i always thought it was free until i noticed this fee how much is the fee,19,
are there any charges for topping up my card,57,
i havent been able to complete any transactions on my card today do you know whats wrong,14,
i removed cash from an atm earlier but it shows up as pending in the app how can this still be pending i already received the cash,46,
is there a way to do automatic top up,4,
why is there a payment i didnt do,16,
i have multiple of the same transaction,63,
how can i fix this there is a double charge on my account,63,
why have i been charged for pulling cash out of my own account,19,
do i need to convert my currency from gbp before transferring,50,
the currency exchange for my purchase in foreign currency is incorrect,17,
i have exceeded all my pin tries,49,
hi i received an error message informing me about the transaction failure i have done the money transfer before and it never failed please let me know what is the issue this time,7,
can i get money out of any machine,3,
can you tell me why i was charged extra when i withdrew money,19,
is there a limit to a disposable virtual card,29,
i do not know what this charge is for,28,
what happens when i am charged twice,63,
your exchange rates are coming from where,32,
will this card work all over the world,10,
hello in these holidays i have been overcharged on the amount i have withdrawn on one of your atms i did not had any clue about the horrible charges otherwise i would not have withdrawn,76,
my card no longer works,14,
what about a auto topup,4,
may i transfer a cheque into my account,58,
where is my last money transaction,66,
i tried withdrawing money in another country and the exchange rate was wrong,76,
what cards and currencies can i use to top up my account,54,
my card wont work right now,14,
my card is needed soon,12,
my payment was cancelled,53,
i was trying to use contactless earlier but it didnt work,23,
can i get the mastercard,73,
how can it be that my card is not functioning anymore,14,
why can i not take out cash,26,
i want to transfer money to a beneficiary but i couldnt,7,
does it cost me anything to top up my account via bank transfer,56,
what is the wait time until money reaches my account,67,
the exchange rate that was applied for an international purchase was wrong,17,
you will hear back from us about your verification results in 10 minutes to a one hour timeframe if these verification results do fail please doublecheck to make sure your images are clear and have no glare or blur your photos need to be fully readable you need to be 18 years of age or older and a resident of switzerland or the european economic area to create an account,68,
i want to use a cheque to pay,58,
how can i change my name in my profile,30,
what is the number of transactions i get with a disposable card,29,
i added funds to my account but the app didnt process it,59,
what if any is the limit for auto topup,4,
i want to auto topup,4,
how do i request more physical cards,39,
what currencies can i not hold many in if so what are they,36,
is there any way i get a disposable virtual card as well,37,
the app does not recognize who i am,68,
tell me what atms take this card,3,
a withdrawal is showing that i dont recognize,20,
when will i receive the cash payment from the check i deposited,6,
where is my unknown payment from,16,
where are you present globally,24,
the funds i transferred are not in my account,5,
how can i set up google pay on my device,2,
how do i transfer funds directly from my credit card,62,
what reasons would a topup fail,59,
i cant find the pin,38,
why am i unable to verify my id,68,
my atm transaction was wrong,75,
how long does it take to verify a persons identity,68,
whats the limit on my top up,60,
how long does a transfer from the united kingdom take i havent seen it show up yet in my bank account and want to make sure i get the transfer,5,
how can i prove who i am,69,
i was charged and shouldnt have been charged when using my card,15,
why did the person i transferred money to not receive the correct amount what should i do to get them the right amount do i have to transfer more money to them,64,
i have a card payment that i dont recognize what should i do,16,
which us cards have top up charges,57,
can i choose delivery times to suite me,12,
is there a way for you to find out why my account was deducted from a seller when i didnt approve of it,28,
i wasnt allowed to transfer to my account,7,
unhappy with service need to delete account,55,
i make payments for my place abroad using this account and since i use it so frequently i was wondering why did the fees increase suddenly rather than decreasing i would think customers like me should receive incentives for using your service,64,
my account isnt showing the refund,51,
whats the procedure for canceling a purchase,52,
why is my transfer appearing as pending,48,
how to unblock my pin,49,
i have a fee listed for a transfer,64,
when can i expect a transfer from europe to go through,67,
hey i have my card how do i get it to show in the app,13,
where do i go to order my card,43,
i was issued a card about a week ago why hasnt it come in yet,11,
what countries are you available in,24,
how long does it take for a transfer to reach my account,67,
tell me why there is a fee for a card payment,15,
i received my new card and tried using it today just to have it show declined over and over again why is this happening,25,
i need to top up by card,62,
i see a direct debit transaction in my app that i didnt make,28,
why wont my american express work to add money,54,
which identity details are required,74,
what kind of cards an currency do you support,54,
what is the max i can top up,60,
i cant find my code,44,
can other people use the app to add money to my account,62,
which atms allow me to change my pin,21,
my card was lost on vacation i dont know where it is can you help me take care of this immediately,41,
i have found my lost or stolen card would i still have to activate the new card that was sent to me through the mail in order to access my account,13,
can you activate my card pls,0,
i topped off my card is that something you will charge me for,57,
i need a disposable virtual card,37,
are there any topup limits that i must follow,60,
im expecting a refund but its no where to be seen,51,
what to do if my card has been used without my permission,22,
i did a bank transfer to top up but the money is not available,59,
how long is a transfer in the pending status,48,
can exchanged be made to eur,36,
can you tell me the status of my new card,41,
i want to get my hands on one of those virtual cards,40,
is there a fee to make a transfer,56,
i was wondering how long does it take for a payment to go thru it seems my last payment is stuck and hasnt moved,45,
there was some money taken from my account that i dont remember paying for am i able to look up this transaction which was a few weeks ago to see who took out the money im not sure i need a refund just want to check to make sure its legit,28,
what is the current exchange rate,32,
can i get an auto topup,4,
i only have one other credit card from the us do you accept that,54,
if i top up by card what options do i have re currency and card type,54,
i need to change my name since i just got married,30,
in what way can i change my pin and where do i need to be,21,
my transfer to an account failed,7,
my card is stuck in an atm machine how do i get it back quickly,18,
why would the app deny my topup,59,
what should i do if i want to get another card for someone in my family,39,
am i able to do topups with google pay,2,
how do i access the option to top up,4,
why is there a direct debit fee in the app when i didnt do it,28,
which currencies can i use to add money,54,
i dont know what this direct debit payment is,28,
i cant find how to top up my account with a check where is that,58,
what are the top up charges for all us cards,57,
will my transfer be done soon,48,
how much extra will i be charged for exchanging foreign currency,31,
now that i have my card how do i connect it to the app,13,
what reasons could cause my top up to be reverted,61,
how long should it take for a transfer to go through i have been waiting a while,66,
someone might be using my card what should i do,22,
i made a purchase earlier today but it is still listed as pending when will it go through,45,
how do i get my cash withdrawal to show,46,
is there a fee to top up a us card using a debit or credit card,57,
my statement is showing i was charged a dollar and i am not sure why,34,
what is the maximum i can top up,60,
how do i link an existing card,13,
ive been checking my statement to see if ive received a refund i requested from a seller a while ago has arrived but it has not this should have come back to me already can you help me figure out why its not here and get my money back,51,
what is the reason for my beneficiary to be disallowed,7,
what is the limit on auto top,4,
could you help my figure out the exchange fee,31,
what is the reason my payment was not accepted,25,
how much is it to receive money,56,
is it possible to top up using a cheque,58,
can i add other people to my account so they can top up,62,
i have a new card how do i activate it,0,
which countries are represented,24,
i tried to deposit a cheque into my account and it is not letting me,58,
how do i add a new card,13,
is it possible to give a second card from my account to my daughter,39,
can i check to see where the funds came from,70,
my card activation attempt failed,0,
i would like to make sure it is delivered on a certain date,12,
my payment had a wrong exchange rate,17,
do i need to go to an office to change my pin,21,
why did you charge me extra when i withdrew cash,19,
what should i do if my smart phone is lost or stolen,42,
where is the closest atm to me,3,
why isnt my balance updating after depositing cheques and cash,6,
please help me regarding a direct debit in the app that i dont recognize,28,
where can i find out the fee structure for my account i have been charged fees for some transactions but not for other ones i cant find a pattern in these fees,15,
i used my card topup but all of the money is missing,62,
i need someone to assist me with explaining how much i can topup,60,
why is there an extra fee for using the atm,19,
do i have to go to the bank to change my pin,21,
for some reason my card payment hasnt worked what can i do to look into that,25,
i did a money transaction and dont have a receipt,66,
i deposited money but my balance hasnt been updated yet,6,
i dont know what pending transaction means,45,
am i able to look back at a transaction to see who with drawled some money from my account i dont remember authorizing this a few weeks ago but wanted to double check who took the money,28,
will i have to wait much longer for my new card to arrive,11,
help i think someone has a copy of my card i still have my card but a five hundred pound cash withdrawal that i didnt authorize is shown on my account,20,
i am seeing and extra 1 charged to my account and wanted to know about it,34,
can i add money automatically to my account while traveling,4,
my topup was just cancelled,61,
i still do not see the cash deposit in my account from last week why,6,
should i contact customer support if i cant edit details,30,
is eur one of the currencies you deal with,36,
how long does a european transfer take,67,
why am i getting a fee on a card payment,15,
where is my recent refund in the my statement,51,
who is giving me my money,70,
when i look at my statement there is an extra fee that is for what,34,
what do i have to do to get my pin unblocked,49,
i need to cancel a transfer,8,
can you explain to me why a cash withdrawal shows up as pending,46,
what happens if i deposit a cheque accidentally,6,
why was i not able to get cash from the atm,26,
i need my card right away,12,
i requested a refund for a large order the other day and dont think i received the funds can you tell me if you see them or not,51,
im not able to withdraw money from the atm but im not sure why,26,
why was my withdrawal requested cancelled by the atm,26,
what do i need to do to correct this failed transfer,35,
what did you do with my money i just topped up i saw the money was there but now its gone what did you do with it,61,
hello i made a payment with my card and its not working its been a while and still says its pending can you tell when this will go through,45,
i made a transfer into my account and now i need to cancel it,8,
is there such thing as an auto topup option,4,
my recent transfer didnt go through why not,27,
i do not recognise this card payment,16,
where is my card pin,38,
my google topup pay is not going through,2,
my card got stuck in an atm,18,
what is the limits on the number of disposable cards i can have,29,
i bought an item then noticed the exchange rate was wrong,17,
whats going on with my card ive tried multiple times and it never goes through,14,
i am still waiting for a transfer i did,5,
ive made a transfer how long until the money reaches my account,67,
a fee that shouldnt be there is there after using my card,15,
i need a single use card for shopping online,37,
the app shows a withdrawal that i did not make or authorize,20,
the bank machine didnt give my card back how do i get a new one fast,18,
why has my beneficiary been denied,7,
why was there an extra charge because i used my card to pay,15,
when shipped to the us how long is delivery time,12,
which countries are you available in,24,
why was i not able to take cash from the atm,26,
tell me why i was charged more with my card,15,
please give me a mastercard instead,73,
i need help from someone in your department with finding my nearest atm,3,
what are the steps to activate my card,0,
who can request disposable cards,29,
ive been trying to do a transfer multiple times and have failed is the system down,35,
the activation process for my card isnt working,0,
why is there some cash that i did not deposit in my account,20,
i need to modify my details,30,
when will i be able to see my refund,51,
why was i charged for getting cash,19,
i dont recognize a charge on my statement,16,
i may need to exchange my usd for gbp can your app do that,33,
how long does transfers take,5,
can i use any card and currency,54,
can i go ahead and use my account even though my identify hasnt been verified yet,74,
is there a charge for getting my money,56,
i was trying to use my card and it was declined when i tried to find out what happened i found cash withdraw for 500 that i didnt do can you please help figure this out,20,
my card payment had the wrong exchange rate,17,
could you tell me why my cash withdrawal was declined,26,
how to get a new card in china,9,
how can i top up my account and which currency can i use,54,
i must quickly transfer something from china and i need to know how long it will take,67,
are there fees for using an international card to top up,57,
your foreign exchange rate is wrong,17,
what does the bank charge for lost or stolen card replacements,43,
what is this random charge of one pound doing on my account,34,
why is my card payment still pending,45,
how can i transfer money between accounts,65,
ive obtained the card how do i enable it on the app,13,
i just got my new card how do i activate it,0,
what if my top up doesnt go through,47,
when exchanging how much are the rates,32,
im upset because i got charged a ridiculous fee when making an atm withdrawal over a holiday weekend it didnt notify me beforehand either or i wouldnt have ever done it,76,
where can i locate my card pin,38,
i need a refund from you because the merchant is refusing can you do that,51,
what kind of security protects my money,70,
is it possible to get a visa and mastercard from you,73,
what form of payments can i use for topping up,58,
i did not get the cash that is showing up in my app,20,
i am worried about fees for top up cards,57,
the card payment i made didnt work,25,
please tell me why i am having problems transferring to a beneficiary,7,
i did a transfer but its still pending,48,
i was given less cash then i wanted,75,
i got charged a fee for transferring money,64,
i just tried to topup and now im getting an additional verification message why,71,
there are duplicate transactions on my account,63,
is my top up not working,47,
can i get money in my home currency at some atm as i am on holiday and bit concerned because i do not have any cash with me is it possible to withdraw without any additional cost,76,
what should i do my card has been stolen,41,
i cant see my top up in my wallet,62,
do you charge extra for topping up with a debit or credit card,57,
im locked out of my account as i cant remember my code what do i do now,44,
why am i having trouble withdrawing cash,26,
i sent a payment but now its not showing up,53,
how do i locate my pin now that i have my card,38,
use my credit to add money,54,
i attempted to enter my pin to many times,49,
i tried to used my card in a shop and the transaction was declined,25,
what does it mean if my topup has not gone through,47,
what currencies do you offer,36,
i could not transfer to a beneficiary,7,
where do i go to receive a virtual card,40,
how many topups can be approved,60,
i am dissatisfied i would like to close my account,55,
i need mastercard as well as visa,73,
what is the exchange looking like,32,
is something wrong with my account my balance didnt change after i transferred some money,5,
i dont have my card after 1 week what are my next steps,11,
since i need to exchange currencies frequently would you be able to offer me a discount,31,
how many purchases can i make with one disposable card,29,
do you accept from usa credit card,54,
when will i recieve my new card,11,
my card has an expiration date will you send a new one automatically,9,
how many days until my us transfer arrives,67,
why am i being charged a fee on a card payment,15,
what is the time period for money to be transferred,67,
i made a transfer and according to the receiver they havent received the right amount its lesser than it should benow i have to transfer more money to make up for the missing amount can you please help me about this what should be done,64,
why do i need to verify a topup,71,
estimated time arrival for transfers,67,
why has my topup been returned to my account,61,
they said i would get a refund but i dont see it on my statement,51,
why is it important to verify my identity,74,
the expiration date on my card is very soon and i need to get a new one what are the price and delivery options for my replacement card,9,
what foreign exchange rate will i get on weekdays and on the weekends,32,
i went to top up my card and it was cancelled,61,
why is there a fee for a payment on my card,15,
what if i dont want to disclose all of my identity details,74,
is there an extra fee for using an atm,19,
do i get an actual card,43,
i am missing my refund,51,
why do i have an extra fee on my statement,34,
i would like to exchange currencies on the app how do i do this,33,
how can you assist on verifying my identity,69,
could you please tell me how to activate my new card,0,
my product hasnt arrived even though i ordered it a while ago i want a refund,52,
why was i charged for cash withdrawal,19,
the app is showing a direct debit payment that i never made,28,
my disposable virtual card wont work,72,
can you please explain to me why there is an extra €1 fee in my statement,34,
i bought an item and the exchange rate was wrong,17,
tell me why my transfer was declined,27,
help me the passcode doesnt work,44,
how long will the transfer take,48,
i think my top up has been reverted,61,
my card has been stolen i reported it with the police but i need to report it with you as well,41,
what are the various currencies and cards that you offer support for,54,
how long will my cash withdrawal be pending for,46,
how much will it cost me for a sepa transfer,56,
please help me with my card payments which keeps getting reverted whenever i do online shopping i am having this problem since last two weeks,53,
do exchanges cost more,31,
what do i need to do to transfer money with my credit card,62,
seems like my topup has not gone through,47,
hello i have recharged topup but account is not credited please help me in this i guess there is some defect in system,61,
i have a payment in my statement that is off,16,
what can i do about a direct debit transaction on my card that i didnt make,28,
talk me through modifying my details,30,
im dissatisfied with the service and would like to terminate the account,55,
can i get an account for my daughter,1,
what is the maximum for auto topup,4,
how can i change currency type,33,
i need my card activated,0,
how long does it take for my id to verify,68,
where do i find my card pin,38,
there is a payment showing as pending and hasnt posted for a few days when will it post,45,
can i track the card you sent to me,11,
what is the extra fee on my statement,34,
can you tell me if there are limits to disposable virtual cards,29,
please help me unblock my pin which i put the wrong one too many times,49,
what are the steps i need to take to cancel a transaction,8,
im looking at my statement and my refund is not on there,51,
my wallet is empty even though i topped it up an hour ago,62,
i dont know where my phone is,42,
i want to do a cash deposit to top up how do i do this,58,
please delete my account now,55,
if i ordered my new card last week how much longer should i wait to receive it,11,
what atms will allow me to change my pin,21,
how do i change to aud from gbp,33,
it seems i need to get information on limits for topups,60,
what currencies do you accept to add money,54,
hey i thought transfers were free why are you charging me,64,
hello i see that i have been charged an extra 1 on my app could you please provide me with a reason for this charge,34,
the card can be used at which atms,3,
the exchange rate on my payment doesnt look right,17,
is there a reason my payment is still pending,45,
why is the fee for taking money out so high i feel i was overcharged and i would have never used this atm if i would have known ahead of time,76,
the app isnt showing my transactions,66,
i was only given 20 after trying to withdraw 100,75,
why cant my transfer complete,35,
what currencies can be exchanged in the app,33,
how much does it cost to top up a usissued card,57,
the app failed to verify my id,68,
will my money be of equal value when i travel abroad,32,
why was i charged a fee for my card payment,15,
why am i being charged certain fees i noticed a fee after i withdrew some money for groceries earlier today,19,
could you please freeze my card immediately,41,
does it cost anything to do currency exchanges,31,
i got less cash because of the exchange rate,76,
how old do my kids need to be to open an account,1,
what happened i asked for 30 pounds at your atm and only go 10 the machine lied about it too it said i received the full 30 pounds someone better help me asap on this,75,
can i pay for my gas using my apple watch,2,
transfer declined,27,
i returned something to a store but cant see my refund,51,
how many topups can i use,60,
there are fraudulent charges that i didnt make on my card can you please put in the safeguards necessary to stop this from happening anymore,22,
can i top up my card with other cards,54,
is there any age limit,1,
why does my transfer keep failing ive tried 5 times and they all failed,35,
how long does it take for a bank transfer to show on my balance,5,
i tried to get cash but it was declined,26,
my topup seems to be pending for a long time,47,
how much would it cost me if i transfer,56,
why do you guys need to verify my identity,74,
i recently purchased something and the exchange rate was wrong,17,
at which locations can i order a card,43,
what can i use to receive my salary,50,
what do i do if i cannot access the app,42,
my app shows a payment i didnt make,16,
when will the money from my bank transfer be available,5,
what atm machines allow this card,3,
my card was frozen due to putting in the wrong pin too much how many tries do i have,26,
i found a direct debit i would like to dispute,28,
do you have a list of the cards and currencies supported,54,
do i receive the physical card for free,43,
why was i charged extra on my app,34,
is there a limit to top up,60,
what does it mean when it says i have a payment pending,45,
can both visa and mastercard be chosen,73,
i think theres been an unauthorized cash withdrawal from my account,20,
i would like to know what your exchange rates are,32,
my card got trapped inside an atm what should i do,18,
how do i activate my card so that i can start using it,0,
i want to see what this fee is on my card payment,15,
i think my card is broken or something i tried using it and it wouldnt go through please help,14,
what forms of id should i use for verification,69,
id like to get a visa card please,73,
my card was stolen and used to make several purchases please freeze my card so no one can use it,22,
i transfered and yet it is still pending,48,
what do you require to verify someones identity,69,
why is my contactless not working,23,
i tried to make a topup and it was canceled why is that,61,
the correct exchange rate wasnt given to me for an item i purchased,17,
can i receive payments in another currency,50,
how long will a transaction to a friend take,66,
why is my transfer still pending after all this time,48,
how is the pin delivered,38,
why am i being charged to transfer funds,64,
can you tell me what cards and currencies you support,54,
how do i know what the exchange rate will be when i make an exchange,32,
why is my cash still pending that i put in atm,46,
i am very dissatisfied with the services that you are providing i want to cancel my account,55,
how do i use my card if i lost my phone,42,
show me how to top up,62,
why was a fee added to my bill when i used my card,15,
i dont recognize what this payment on my statement would be for,16,
i want to block my card or deactivate it or something its been stolen and i dont want it misused i want this handled right away,41,
hello i trying to top up with my card today but it didnt work when i tried last time it worked but today it isnt could you take a look at it for me,59,
in the app i see a withdrawal i didnt make,20,
im interested in what your exchange rates are based on,32,
can you tell me what is wrong i topup with you all the time but this time it just shows my topup as pending what is happening,47,
why is my withdrawl to cash still pending,46,
i want to op up my account by using bank transfer how do i go about it,65,
i just pulled money out of the atm and was charged a fee why,19,
if i need delivery on a certain day is that something that could be accommodated,12,
i want to cancel a transaction from this morning,8,
is there a fee for topping up a card,57,
it seems you keep declining my transfers before its always worked very welljust now when i tried to buy something the card was declined i tried more than once and it was the same thing each time,27,
i sent money to a person and they havent received the payment yet,66,
how come i cant find my payment,53,
there are transactions that i dont recognize what do i do if i think someone is using my card,22,
where do i find the auto top up,4,
can you explain to me why a top up would be reverted,61,
when will i receive a transfer from europe,67,
what do i need to do to exchange my money,33,
do you need to know my first and last name,74,
can i use apple pay to topup,2,
what caused my transfer to fail,35,
someone has a copy of my card i definitely still have it here but someone just made a 500£ cash withdrawal help,20,
disaster ive totally forgotten my passcode can you help me,44,
how do i receive a card,43,
please help me delete this account,55,
please inform me how to get a new card as mine is about to expire,9,
do i have to change my pin at a bank,21,
how do i find the pin,38,
why is there a fee for getting cash,19,
i need to order a new virtual card how do i do that,40,
how high is the exchange fee,31,
can it add money every so often automatically while i travel,4,
help my card is stolen,41,
can you tell me the limit for top ups,60,
i would like to exchange currencies how do i go upon it,33,
what are my limits on disposable cards,29,
hello i bought an item a while ago and have since requested a refund however upon checking my online statements it seems that i havent been issued a refund yet how can this be remedied,51,
why was my topup rejected,59,
what does the decline message mean,27,
i made a cash withdrawal and it is still listed as a pending transaction,46,
i would like to know the countries you are offer services in,24,
tell me what atms use this card,3,
i noticed that my card was charged more than once for one thing,63,
i need to topup my card today urgently but my card keeps getting declined can you please resolve this problem or let me know if you have any alternatives,59,
there is a payment made with my card that i dont recognize at all,16,
my new card came in how do i activate,0,
explain the virtual card,40,
there are incorrect charges on my account there was a wd that was made by someone else i still have my card though,20,
i logged in wrong and am blocked how do i log in,49,
what is your opinion on the exchange rate,32,
is it on purpose that my payment has been returned to my account,53,
everything seems fine with my account so why did it decline my payment,25,
why am i being charged again,63,
can i get a physical card,43,
can i reset the passcode,44,
can you tell me what this fee is on my statement,34,
why has my account balance not changed after depositing a cheque,6,
why was an extra charge added when i used my card,15,
there was a purchase on my card recently to a name that i dont recognize at all what can be done about this i need my money back,16,
where is the card i ordered 2 weeks ago,11,
when will i get my new card,11,
is there something wrong with the transferring functions i keep trying to transfer funds and only get an error message,7,
what atms can i use this card,3,
i inadvertently completed a transaction on a wrong account,8,
are there going to be fees from adding money with an international card,57,
how can i get my money back for a payment i didnt make,28,
are eur exchanges allowed,36,
what source do my fund come from,70,
i deposited money in the form of a cheque but my balance has not increased,6,
why is it i am charged an extra fee when i use the atm,19,
i dont recognize this payment on my app i am sure i didnt spend any money there,16,
how do i get my card back after the atm swallowed it,18,
when i got cash i believe that the exchange rate was wrong,76,
do i need to do anything my phone was stolen yesterday,42,
can i update my details,30,
why was i charged when taking out money,19,
i was abroad and needed some cash but i think the wrong exchange rate was applied to the transaction,76,
my son has just turned 13 is he old enough for an account,1,
why do i get declined when i try to withdraw cash,26,
in the app how can i make it show the new card that arrived,13,
money that i have transferred hasnt arrived yet,5,
what are the disposable card limits,29,
what is the minimum age required to open an account with your service,1,
google play top up help,2,
what if my top up is reverted,61,
where is a mastercard atm,3,
a debit came through that i need to dispute,28,
help i made a transfer in error and need to cancel it before its complete,8,
do i need to do something to get a new card once it expires,9,
theres a 200 withdrawal on my statement that seems fishy to me,20,
why was a payment i made reverted,53,
there is a payment i dont recognise,28,
what is the maximum times i can auto topup,4,
after purchasing an item i noticed the exchange rate was incorrect,17,
when is my balance going to update i just transferred some money,5,
my pin is locked how do i unlock it,49,
if i am running low on credit can i auto top up,4,
what is the maximum for topups,60,
how do i link the new card,13,
can i add a card that i just found again to the app,13,
i am having trouble with the app recognizing me,68,
where can i get a new passcode,44,
for some reason the money i added was returned,61,
is there a fee to order a physical card,43,
where do i activate my card,0,
my card payment reverted back i think,53,
we want to start a college fund for my daughter,1,
should i uninstall the app before i try it again,23,
how long will my atm withdrawal be pending,46,
why did using an atm cause me to be charged an additional fee,19,
i just got an email in confirming my purchase with my card i login to the mobile app on the card and found out there are several purchase were made without me aware of it evidently someone had stole my card information and made these fraudulent purchase i need the transaction to be reverse and have my card suspended,22,
are all fiat currencies supported,36,
my card was refused,25,
my american express works with my apple pay why is top up not working,2,
card payment is still pending why is that the case,45,
my card is missing,41,
i made a mistake this morning when i did a transfer how do i reverse it,8,
my phone was stolen what can i do,42,
i am having trouble to verify my identity,68,
my account shows i have been charged twice for the same meal how do i get the second payment voided and returned to me i do not eat out much and my family is living paycheck to paycheck mostly i cannot afford to spend more money than necessary as is so i must see to it that the cost be promptly credited back onto my card,63,
it says that my payment is pending what does that mean,45,
i need to terminate my account,55,
i found the exchange rate for my cash withdrawal is wrong,76,
i have received my american express in apple play looks like top up has an issue please help,2,
do you think youre asking for too much information about me,74,
i dont think i should have been charged a fee to use my card,15,
when can i expect my refund,51,
i didnt know there was a charge for tranferring what is the charge,64,
can i get a new card with new expiration date in china,9,
my funds must be verified,70,
what are the reasons a beneficiary would be denied,7,
how long does it take for pending transfer transactions to post,48,
i sent a payment to the wrong account number can that transaction be reversed i am worried about accidentally giving my money away,8,
why hasnt my transfer from europe gone through,67,
since i got married i need to change my name,30,
will the pin come separately,38,
do you know the reason why my card payment was declined,25,
do you have a list of businesses that accept this card,10,
theres an error in regards to the exchange rate for an item i bought,17,
i have a question about atm transactions can i take money out of an atm when im traveling abroad and can i get the money in my home currancy,76,
i travel a lot can i get a bulk currency exchange discount,31,
is it possible to exchange currencies on the app,33,
an item i bought had the wrong exchange rate applied,17,
if i were to do a transfer what is the rate for that,56,
hey i tried to withdraw some cash earlier and its saying its pending will i be charged for this,46,
please help i need a refund on a transaction on something i bought and i need the refund right away,52,
when do i set up my card pin,38,
someone has stolen my phone what should i do,42,
why is there a verification to identity,74,
i dont think the transaction has gone through so can i cancel a transfer,8,
i would like a card please,43,
are their certain cash machines where i can change my pin,21,
the exchange rate you are using is really badthis cant be the official interbank exchange rate,17,
why would i need a disposable card,37,
can i topup by cheque,58,
what should i do if my card is stolen,41,
i must verify the source of my funds,70,
what are the auto topup policies,4,
is usd free to top up with a us card,57,
there is some odd 1£ charge that appears as pending on my statement whats that about pretty sure i havent purchased anything for a pound there,34,
i made a deposit but it is not showing up in my balance,6,
i saw on the app that a cash withdrawal was completed on my account however i did not complete it,20,
whats types of currency can i exchange,33,
is there a limit on auto topup,4,
what do i need to know about topping up,57,
does this program take swift transfers,56,
one of my card payments i dont recognise the name of the merchant,16,
can you tell me why the card payment came back,53,
why was the wrong rate applied when i bought something in a different currency,17,
what is the process for getting an actual physical card,43,
i bought something abroad and the exchange rate applied is wrong,17,
why cant i make multiple payments with my virtual card,72,
i think when i withdrew money when out of country the exchange rate was wrong,76,
i need a transaction reversed from my account,63,
totally unacceptable im stranded with no cash because the atm wouldnt give me any money,26,
my pin is not working can you help,49,
i have tried everything to complete a transfer but cant what should i do next,27,
i tried to use the atm with foreign currency the conversion rate applied was wrong,76,
my account says i have money but i withdrew it in cash,46,
how are topups verified,71,
am i allowed to transfer money to a beneficiary,7,
the day before yesterday i performed a transfer within the country it still has not completed can you check on that the account number is definitely correct as ive checked,66,
